epoch,accuracy,loss,lr,top3_accuracy,top5_accuracy,val_accuracy,val_loss,val_top3_accuracy,val_top5_accuracy
22,0.1656365841627121,3.1098639965057373,0.001,0.3580552041530609,0.4985578954219818,0.23333333432674408,2.8763818740844727,0.4555555582046509,0.6074073910713196
23,0.16151627898216248,3.080014705657959,0.001,0.3741244375705719,0.5063864588737488,0.25432097911834717,2.7806077003479004,0.45802468061447144,0.6000000238418579
24,0.1681087762117386,3.024540901184082,0.001,0.392665833234787,0.5257519483566284,0.26049381494522095,2.7808103561401367,0.490123450756073,0.6086419820785522
25,0.1788215935230255,2.9386134147644043,0.001,0.40049442648887634,0.5364647507667542,0.27654320001602173,2.696953773498535,0.5148147940635681,0.6432098746299744
26,0.20148330926895142,2.8684420585632324,0.001,0.42027193307876587,0.5583024024963379,0.26419752836227417,2.6424479484558105,0.519753098487854,0.6493827104568481
27,0.20065924525260925,2.860626697540283,0.001,0.4285125732421875,0.5632467865943909,0.29135802388191223,2.5690219402313232,0.5419753193855286,0.6604938507080078
28,0.2150803506374359,2.7602291107177734,0.001,0.4557066261768341,0.6015657186508179,0.2827160358428955,2.571868419647217,0.5506172776222229,0.6765432357788086
29,0.22167284786701202,2.6790170669555664,0.001,0.4734239876270294,0.6126905679702759,0.327160507440567,2.452252149581909,0.565432071685791,0.6839506030082703
30,0.24763081967830658,2.5978634357452393,0.001,0.5125669836997986,0.6518335342407227,0.3283950686454773,2.4227144718170166,0.6000000238418579,0.7074074149131775
31,0.2406262904405594,2.596785306930542,0.001,0.5026782155036926,0.6440049409866333,0.33703702688217163,2.397088050842285,0.5962963104248047,0.7246913313865662
32,0.23444582521915436,2.602468729019165,0.001,0.49979397654533386,0.6390605568885803,0.33580246567726135,2.297567129135132,0.6185185313224792,0.7382715940475464
33,0.2628759741783142,2.5157923698425293,0.001,0.52163165807724,0.6728471517562866,0.35555556416511536,2.266234874725342,0.6358024477958679,0.739506185054779
34,0.2740008234977722,2.485624313354492,0.001,0.5315203666687012,0.6860321164131165,0.3580246865749359,2.3208200931549072,0.624691367149353,0.7345678806304932
35,0.2768850326538086,2.4176995754241943,0.001,0.5558302402496338,0.6901524662971497,0.3888888955116272,2.1907944679260254,0.6530864238739014,0.7555555701255798
36,0.2768850326538086,2.4053449630737305,0.001,0.5459414720535278,0.6950968503952026,0.38148146867752075,2.180266857147217,0.6629629731178284,0.770370364189148
37,0.2991347312927246,2.3642361164093018,0.001,0.5863205790519714,0.715286374092102,0.4000000059604645,2.1062324047088623,0.6790123581886292,0.7716049551963806
38,0.2987227141857147,2.305224657058716,0.001,0.5916769504547119,0.7181705832481384,0.404938280582428,2.0996198654174805,0.6790123581886292,0.7851851582527161
39,0.32344457507133484,2.280548572540283,0.001,0.6106303930282593,0.725175142288208,0.4234567880630493,2.084195375442505,0.6864197254180908,0.7851851582527161
40,0.33250927925109863,2.2048444747924805,0.001,0.6155747771263123,0.7404202818870544,0.42592594027519226,1.9884889125823975,0.7160493731498718,0.809876561164856
41,0.32303255796432495,2.18662166595459,0.001,0.6320560574531555,0.7515451312065125,0.39753085374832153,2.0253634452819824,0.7049382925033569,0.7864197492599487
42,0.3288009762763977,2.1890766620635986,0.001,0.6126905679702759,0.7470127940177917,0.4456790089607239,1.9819751977920532,0.7123456597328186,0.8222222328186035
43,0.33250927925109863,2.1187844276428223,0.001,0.6567779183387756,0.7795632481575012,0.45679011940956116,1.9146009683609009,0.719753086566925,0.8271604776382446
44,0.3518747389316559,2.110295057296753,0.001,0.648537278175354,0.7787392139434814,0.4555555582046509,1.9393301010131836,0.7061728239059448,0.8086419701576233
45,0.3601153790950775,2.048680543899536,0.001,0.6691388487815857,0.7985166907310486,0.45802468061447144,1.8817217350006104,0.750617265701294,0.8370370268821716
46,0.38483723998069763,1.9429121017456055,0.001,0.6905644536018372,0.8108776211738586,0.47654321789741516,1.9481514692306519,0.7209876775741577,0.8074073791503906
47,0.3741244375705719,1.9793227910995483,0.001,0.6905644536018372,0.7981046438217163,0.45679011940956116,1.9140691757202148,0.7345678806304932,0.8345679044723511
48,0.38607335090637207,1.9602917432785034,0.001,0.681911826133728,0.80758136510849,0.48148149251937866,1.8507990837097168,0.7419753074645996,0.8271604776382446
49,0.392665833234787,1.951651930809021,0.001,0.6897404193878174,0.8096415400505066,0.48271605372428894,1.7868138551712036,0.7530864477157593,0.8493826985359192
50,0.4120313227176666,1.8937606811523438,0.001,0.6992171406745911,0.8252987265586853,0.49753087759017944,1.8001844882965088,0.7456790208816528,0.845678985118866
51,0.40997114777565,1.887561321258545,0.001,0.7066336870193481,0.8199422955513,0.4888888895511627,1.7713732719421387,0.7481481432914734,0.8419753313064575
52,0.4173877239227295,1.876523733139038,0.001,0.7004532217979431,0.8273589015007019,0.5308641791343689,1.6796566247940063,0.7814815044403076,0.855555534362793
53,0.41120725870132446,1.8596220016479492,0.001,0.7132261991500854,0.8339513540267944,0.49259260296821594,1.6850134134292603,0.7839506268501282,0.8765432238578796
54,0.42562833428382874,1.8033581972122192,0.001,0.7387721538543701,0.8426040410995483,0.5320987701416016,1.5929533243179321,0.8012345433235168,0.8765432238578796
55,0.43881335854530334,1.740691900253296,0.001,0.7354758977890015,0.8529047966003418,0.5308641791343689,1.6320173740386963,0.7851851582527161,0.8740741014480591
56,0.4194478690624237,1.7685307264328003,0.001,0.7404202818870544,0.8574371933937073,0.5333333611488342,1.6910091638565063,0.7765432000160217,0.86543208360672
57,0.42768850922584534,1.8065279722213745,0.001,0.7346518039703369,0.8450762033462524,0.5518518686294556,1.568543791770935,0.8123456835746765,0.885185182094574
58,0.45488256216049194,1.7132439613342285,0.001,0.7556654214859009,0.858261227607727,0.5456790328025818,1.5826594829559326,0.8123456835746765,0.8790123462677002
59,0.45735475420951843,1.653936505317688,0.001,0.7523691654205322,0.861969530582428,0.5419753193855286,1.6368095874786377,0.7962962985038757,0.8604938387870789
60,0.4606510102748871,1.6640510559082031,0.001,0.7696744799613953,0.8673259019851685,0.5827160477638245,1.5879697799682617,0.8037037253379822,0.8703703880310059
61,0.472187876701355,1.647416114807129,0.001,0.7569015026092529,0.8636176586151123,0.5506172776222229,1.5818265676498413,0.8209876418113708,0.8740741014480591
62,0.48207664489746094,1.6112955808639526,0.001,0.7762669920921326,0.8772146701812744,0.5802469253540039,1.5573985576629639,0.8209876418113708,0.8876543045043945
63,0.4857849180698395,1.6361502408981323,0.001,0.7799752950668335,0.8710342049598694,0.5876542925834656,1.5082727670669556,0.8370370268821716,0.8901234865188599
64,0.47548413276672363,1.5985944271087646,0.001,0.7770910859107971,0.8710342049598694,0.5703703761100769,1.5669623613357544,0.809876561164856,0.8827160596847534
65,0.47012773156166077,1.6043847799301147,0.001,0.7672023177146912,0.8772146701812744,0.5802469253540039,1.6332972049713135,0.8209876418113708,0.8691357970237732
66,0.4808405339717865,1.6055676937103271,0.001,0.7795632481575012,0.8788627982139587,0.5839506387710571,1.498293399810791,0.8333333134651184,0.8901234865188599
67,0.5051503777503967,1.4721832275390625,0.001,0.8104655742645264,0.9019365310668945,0.6086419820785522,1.517508625984192,0.8271604776382446,0.8839505910873413
68,0.5170993208885193,1.4577771425247192,0.001,0.7997527718544006,0.8953440189361572,0.6074073910713196,1.466675877571106,0.8333333134651184,0.8925926089286804
69,0.5146270990371704,1.5182141065597534,0.001,0.8096415400505066,0.8932839035987854,0.6185185313224792,1.4369672536849976,0.8370370268821716,0.8987654447555542
70,0.499381959438324,1.5794458389282227,0.001,0.780387282371521,0.8813349604606628,0.614814817905426,1.4792743921279907,0.8382716178894043,0.8901234865188599
71,0.5245158672332764,1.4542988538742065,0.001,0.813761830329895,0.9048207402229309,0.6234567761421204,1.4239130020141602,0.8481481671333313,0.9012345671653748
72,0.5199835300445557,1.4728569984436035,0.001,0.8166460394859314,0.8994643688201904,0.6111111044883728,1.5572835206985474,0.8320987820625305,0.8888888955116272
73,0.5245158672332764,1.4492393732070923,0.001,0.8104655742645264,0.9002884030342102,0.6123456954956055,1.4606387615203857,0.8493826985359192,0.895061731338501
74,0.5191594362258911,1.4404538869857788,0.001,0.8170580863952637,0.8990523219108582,0.6333333253860474,1.4469788074493408,0.8506172895431519,0.895061731338501
75,0.5208075642585754,1.458786964416504,0.001,0.8100535869598389,0.9023485779762268,0.6358024477958679,1.4740822315216064,0.8308641910552979,0.8925926089286804
76,0.5512979030609131,1.3595342636108398,0.001,0.8306551575660706,0.9192418456077576,0.6419752836227417,1.4250028133392334,0.8407407402992249,0.8999999761581421
77,0.5442933440208435,1.3890386819839478,0.001,0.8252987265586853,0.9072929620742798,0.6283950805664062,1.3874306678771973,0.8567901253700256,0.9037036895751953
78,0.5545941591262817,1.3054324388504028,0.001,0.8368356227874756,0.9217140674591064,0.6518518328666687,1.3283878564834595,0.8716049194335938,0.9135802388191223
79,0.5554181933403015,1.36040461063385,0.001,0.8388957381248474,0.9142974615097046,0.6407407522201538,1.4444910287857056,0.855555534362793,0.8975308537483215
80,0.5620107054710388,1.3400866985321045,0.001,0.840955913066864,0.9159455895423889,0.644444465637207,1.4619660377502441,0.8432098627090454,0.8888888955116272
81,0.5558302402496338,1.3172658681869507,0.001,0.8405438661575317,0.9225381016731262,0.6308642029762268,1.3809318542480469,0.8493826985359192,0.9037036895751953
82,0.5702513456344604,1.3601073026657104,0.001,0.847136378288269,0.9163576364517212,0.6419752836227417,1.3811886310577393,0.8432098627090454,0.8925926089286804
83,0.566131055355072,1.2956959009170532,0.001,0.8533168435096741,0.9258343577384949,0.6580246686935425,1.330759048461914,0.8666666746139526,0.9061728119850159
84,0.5867325663566589,1.2706903219223022,0.001,0.8533168435096741,0.9254223108291626,0.6641975045204163,1.3305389881134033,0.8641975522041321,0.9111111164093018
85,0.5826122760772705,1.267977237701416,0.001,0.8516687154769897,0.9283065795898438,0.6592592597007751,1.297516107559204,0.8641975522041321,0.9222221970558167
86,0.5706633925437927,1.2560960054397583,0.001,0.8636176586151123,0.9270704388618469,0.6679012179374695,1.3124593496322632,0.8777777552604675,0.914814829826355
87,0.5834363698959351,1.214210033416748,0.001,0.8644416928291321,0.9431396722793579,0.6580246686935425,1.3153384923934937,0.86543208360672,0.9160493612289429
88,0.5813761949539185,1.276912808418274,0.001,0.8537288904190063,0.9270704388618469,0.6740740537643433,1.2820076942443848,0.8716049194335938,0.9197530746459961
89,0.5904408693313599,1.2195850610733032,0.001,0.8524928092956543,0.9328389167785645,0.6851851940155029,1.3145322799682617,0.86543208360672,0.9074074029922485
90,0.6139266490936279,1.1846916675567627,0.001,0.873094379901886,0.9365471601486206,0.6679012179374695,1.273618459701538,0.8827160596847534,0.9209876656532288
91,0.6007416844367981,1.2127938270568848,0.001,0.8574371933937073,0.9307787418365479,0.6987654566764832,1.2513715028762817,0.8802469372749329,0.9160493612289429
92,0.6048619747161865,1.1675666570663452,0.001,0.8689740300178528,0.9414915442466736,0.6592592597007751,1.3382887840270996,0.8666666746139526,0.9086419939994812
93,0.6238154172897339,1.0984233617782593,0.001,0.8809229731559753,0.9439637660980225,0.6814814805984497,1.306489109992981,0.8703703880310059,0.9160493612289429
94,0.6048619747161865,1.1774641275405884,0.001,0.8755665421485901,0.9386073350906372,0.6629629731178284,1.294285774230957,0.8740741014480591,0.9222221970558167
95,0.6065101027488708,1.178648591041565,0.001,0.874330461025238,0.9336629509925842,0.6839506030082703,1.2779380083084106,0.8777777552604675,0.9135802388191223
96,0.6192830801010132,1.1862906217575073,0.001,0.8685619831085205,0.9377833008766174,0.6925926208496094,1.2953177690505981,0.8790123462677002,0.9172839522361755
97,0.621343195438385,1.1368862390518188,0.001,0.8825711011886597,0.9390193819999695,0.7086419463157654,1.1763166189193726,0.8827160596847534,0.9222221970558167
98,0.6229913234710693,1.1459157466888428,0.001,0.8735063672065735,0.9410794973373413,0.7049382925033569,1.2229293584823608,0.8901234865188599,0.9135802388191223
99,0.6382365226745605,1.10015869140625,0.001,0.8932839035987854,0.9464359283447266,0.6950617432594299,1.2245838642120361,0.8864197731018066,0.9222221970558167
100,0.6402966380119324,1.08454167842865,0.001,0.8953440189361572,0.9501442313194275,0.7172839641571045,1.166627287864685,0.8888888955116272,0.9259259104728699
101,0.6266996264457703,1.1332279443740845,0.001,0.8800988793373108,0.9423156380653381,0.7037037014961243,1.2394615411758423,0.885185182094574,0.9234567880630493
102,0.6341161727905273,1.0537290573120117,0.001,0.8941079378128052,0.9530284404754639,0.7185184955596924,1.2588927745819092,0.8790123462677002,0.9172839522361755
103,0.648537278175354,1.0460975170135498,0.001,0.8875154256820679,0.9559126496315002,0.7135802507400513,1.2015682458877563,0.8888888955116272,0.9222221970558167
104,0.6588380932807922,1.022120475769043,0.001,0.9023485779762268,0.9550886154174805,0.7209876775741577,1.2777141332626343,0.8913580179214478,0.924691379070282
105,0.6402966380119324,1.0949437618255615,0.001,0.8928718566894531,0.9431396722793579,0.6925926208496094,1.306862711906433,0.8839505910873413,0.9209876656532288
106,0.6275237202644348,1.1358778476715088,0.001,0.8887515664100647,0.9526163935661316,0.7024691104888916,1.2633072137832642,0.8913580179214478,0.9209876656532288
107,0.6576019525527954,1.0447744131088257,0.001,0.8887515664100647,0.9522043466567993,0.7259259223937988,1.1679800748825073,0.8999999761581421,0.934567928314209
108,0.65842604637146,1.007632851600647,0.001,0.9023485779762268,0.9571487307548523,0.719753086566925,1.2223061323165894,0.8827160596847534,0.9209876656532288
109,0.6481252312660217,1.052862524986267,0.00020000001,0.8945199847221375,0.9484961032867432,0.739506185054779,1.1782516241073608,0.8864197731018066,0.9222221970558167
110,0.6992171406745911,0.8681444525718689,0.00020000001,0.9208899736404419,0.9633291959762573,0.750617265701294,1.1863160133361816,0.8901234865188599,0.9197530746459961
111,0.6831479072570801,0.9109751582145691,0.00020000001,0.9204779267311096,0.9674495458602905,0.7567901015281677,1.1374531984329224,0.8925926089286804,0.9197530746459961
112,0.7082818150520325,0.8481221199035645,0.00020000001,0.9299546480178833,0.9674495458602905,0.7629629373550415,1.1235270500183105,0.9012345671653748,0.9271605014801025
113,0.7124021649360657,0.8383996486663818,0.00020000001,0.9250103235244751,0.9686856269836426,0.7654321193695068,1.1173139810562134,0.8987654447555542,0.9283950328826904
114,0.7255871295928955,0.7945719361305237,0.00020000001,0.9307787418365479,0.9723939299583435,0.7691357731819153,1.0990113019943237,0.9086419939994812,0.9271605014801025
115,0.7404202818870544,0.7401735782623291,0.00020000001,0.9431396722793579,0.9740419983863831,0.7691357731819153,1.0942660570144653,0.9086419939994812,0.9333333373069763
116,0.7387721538543701,0.794850766658783,0.00020000001,0.9373712539672852,0.9723939299583435,0.7753086686134338,1.0932198762893677,0.9111111164093018,0.9358024597167969
117,0.7383601069450378,0.7647481560707092,0.00020000001,0.9439637660980225,0.9761021733283997,0.7753086686134338,1.095007061958313,0.914814829826355,0.9370370507240295
118,0.7375360727310181,0.7606131434440613,0.00020000001,0.939431369304657,0.978986382484436,0.7888888716697693,1.102099061012268,0.9135802388191223,0.9382715821266174
119,0.7466007471084595,0.7233856320381165,0.00020000001,0.9489080905914307,0.9831067323684692,0.7753086686134338,1.1057692766189575,0.9123457074165344,0.9407407641410828
120,0.7255871295928955,0.7878889441490173,0.00020000001,0.9357231259346008,0.978986382484436,0.7827160358428955,1.081423282623291,0.9061728119850159,0.9407407641410828
121,0.7490729093551636,0.729708194732666,0.00020000001,0.9484961032867432,0.9822826385498047,0.790123462677002,1.0847488641738892,0.9135802388191223,0.9432098865509033
122,0.7437165379524231,0.6997972726821899,0.00020000001,0.955500602722168,0.9847548604011536,0.7851851582527161,1.0834262371063232,0.9172839522361755,0.9407407641410828
123,0.7507210373878479,0.7052663564682007,0.00020000001,0.9476720094680786,0.978986382484436,0.780246913433075,1.0955109596252441,0.9123457074165344,0.9382715821266174
124,0.7531932592391968,0.7222195863723755,0.00020000001,0.9456118941307068,0.9765142202377319,0.7888888716697693,1.0898932218551636,0.9135802388191223,0.9382715821266174
125,0.7379480600357056,0.7544224262237549,0.00020000001,0.9439637660980225,0.9765142202377319,0.7851851582527161,1.1163183450698853,0.9135802388191223,0.9382715821266174
126,0.7672023177146912,0.6363077759742737,0.00020000001,0.9620931148529053,0.9892871975898743,0.7765432000160217,1.1348340511322021,0.9098765254020691,0.9333333373069763
127,0.742480456829071,0.7310621738433838,0.00020000001,0.9423156380653381,0.9769262671470642,0.7790123224258423,1.121317982673645,0.9098765254020691,0.9358024597167969
128,0.7593737244606018,0.6860496997833252,0.00020000001,0.9538524746894836,0.9818706512451172,0.7876543402671814,1.1228493452072144,0.9172839522361755,0.934567928314209
129,0.7577255964279175,0.6822550892829895,4.0000003e-05,0.950556218624115,0.9835187196731567,0.7888888716697693,1.119245171546936,0.9135802388191223,0.9370370507240295
130,0.7536052465438843,0.6716927886009216,4.0000003e-05,0.9546765685081482,0.983930766582489,0.790123462677002,1.1186498403549194,0.9160493612289429,0.9370370507240295
131,0.7672023177146912,0.6993775367736816,4.0000003e-05,0.9522043466567993,0.9822826385498047,0.7876543402671814,1.1160564422607422,0.9135802388191223,0.9382715821266174
132,0.7474247813224792,0.6911470293998718,4.0000003e-05,0.9546765685081482,0.9843428134918213,0.7913580536842346,1.1116660833358765,0.9160493612289429,0.9395061731338501
133,0.7696744799613953,0.6838162541389465,4.0000003e-05,0.9468479752540588,0.9773382544517517,0.7925925850868225,1.1138267517089844,0.9172839522361755,0.9370370507240295
134,0.779151201248169,0.6571287512779236,4.0000003e-05,0.9513803124427795,0.9802225232124329,0.7938271760940552,1.1092047691345215,0.9160493612289429,0.9370370507240295
135,0.7725586891174316,0.6345661878585815,4.0000003e-05,0.9612690806388855,0.9880511164665222,0.7925925850868225,1.1039518117904663,0.9185185432434082,0.9370370507240295
136,0.7639060616493225,0.6861092448234558,4.0000003e-05,0.9489080905914307,0.9818706512451172,0.7925925850868225,1.1069914102554321,0.9172839522361755,0.9395061731338501
137,0.7647300958633423,0.6592053771018982,8.000001e-06,0.9513803124427795,0.983930766582489,0.7938271760940552,1.1083580255508423,0.9172839522361755,0.9395061731338501
138,0.7647300958633423,0.6604855060577393,8.000001e-06,0.9559126496315002,0.983930766582489,0.7925925850868225,1.1086490154266357,0.9185185432434082,0.9395061731338501
139,0.7676143646240234,0.6284685134887695,8.000001e-06,0.960444986820221,0.9855788946151733,0.7913580536842346,1.1074106693267822,0.9185185432434082,0.9395061731338501
140,0.7750309109687805,0.6466243863105774,8.000001e-06,0.9587968587875366,0.9835187196731567,0.7913580536842346,1.1088066101074219,0.9172839522361755,0.9395061731338501
