filepath,label,source_type,frame_index,video_id,frame_count
data/skeletons/about/about (2)_frame_014.jpg,about,red_dot_image,14,about_about (2),
data/skeletons/about/about (2)_frame_015.jpg,about,red_dot_image,15,about_about (2),
data/skeletons/about/about (2)_frame_016.jpg,about,red_dot_image,16,about_about (2),
data/skeletons/about/about (2)_frame_017.jpg,about,red_dot_image,17,about_about (2),
data/skeletons/about/about (2)_frame_018.jpg,about,red_dot_image,18,about_about (2),
data/skeletons/about/about (2)_frame_019.jpg,about,red_dot_image,19,about_about (2),
data/skeletons/about/about (2)_frame_020.jpg,about,red_dot_image,20,about_about (2),
data/skeletons/about/about (2)_frame_021.jpg,about,red_dot_image,21,about_about (2),
data/skeletons/about/about (2)_frame_022.jpg,about,red_dot_image,22,about_about (2),
data/skeletons/about/about (2)_frame_023.jpg,about,red_dot_image,23,about_about (2),
data/landmarks/about/about (3).npy,about,landmark_vector,,about_about (3),38
data/skeletons/about/about (3)_frame_000.jpg,about,red_dot_image,0,about_about (3),
data/skeletons/about/about (3)_frame_001.jpg,about,red_dot_image,1,about_about (3),
data/skeletons/about/about (3)_frame_002.jpg,about,red_dot_image,2,about_about (3),
data/skeletons/about/about (3)_frame_003.jpg,about,red_dot_image,3,about_about (3),
data/skeletons/about/about (3)_frame_004.jpg,about,red_dot_image,4,about_about (3),
data/skeletons/about/about (3)_frame_005.jpg,about,red_dot_image,5,about_about (3),
data/skeletons/about/about (3)_frame_006.jpg,about,red_dot_image,6,about_about (3),
data/skeletons/about/about (3)_frame_007.jpg,about,red_dot_image,7,about_about (3),
data/skeletons/about/about (3)_frame_008.jpg,about,red_dot_image,8,about_about (3),
data/skeletons/about/about (3)_frame_009.jpg,about,red_dot_image,9,about_about (3),
data/skeletons/about/about (3)_frame_010.jpg,about,red_dot_image,10,about_about (3),
data/skeletons/about/about (3)_frame_011.jpg,about,red_dot_image,11,about_about (3),
data/skeletons/about/about (3)_frame_012.jpg,about,red_dot_image,12,about_about (3),
data/skeletons/about/about (3)_frame_013.jpg,about,red_dot_image,13,about_about (3),
data/skeletons/about/about (3)_frame_014.jpg,about,red_dot_image,14,about_about (3),
data/skeletons/about/about (3)_frame_015.jpg,about,red_dot_image,15,about_about (3),
data/skeletons/about/about (3)_frame_016.jpg,about,red_dot_image,16,about_about (3),
data/skeletons/about/about (3)_frame_017.jpg,about,red_dot_image,17,about_about (3),
data/skeletons/about/about (3)_frame_018.jpg,about,red_dot_image,18,about_about (3),
data/skeletons/about/about (3)_frame_019.jpg,about,red_dot_image,19,about_about (3),
data/skeletons/about/about (3)_frame_020.jpg,about,red_dot_image,20,about_about (3),
data/skeletons/about/about (3)_frame_021.jpg,about,red_dot_image,21,about_about (3),
data/skeletons/about/about (3)_frame_022.jpg,about,red_dot_image,22,about_about (3),
data/skeletons/about/about (3)_frame_023.jpg,about,red_dot_image,23,about_about (3),
data/skeletons/about/about (3)_frame_024.jpg,about,red_dot_image,24,about_about (3),
data/skeletons/about/about (3)_frame_025.jpg,about,red_dot_image,25,about_about (3),
data/skeletons/about/about (3)_frame_026.jpg,about,red_dot_image,26,about_about (3),
data/skeletons/about/about (3)_frame_027.jpg,about,red_dot_image,27,about_about (3),
data/skeletons/about/about (3)_frame_028.jpg,about,red_dot_image,28,about_about (3),
data/skeletons/about/about (3)_frame_029.jpg,about,red_dot_image,29,about_about (3),
data/skeletons/about/about (3)_frame_030.jpg,about,red_dot_image,30,about_about (3),
data/skeletons/about/about (3)_frame_031.jpg,about,red_dot_image,31,about_about (3),
data/skeletons/about/about (3)_frame_032.jpg,about,red_dot_image,32,about_about (3),
data/skeletons/about/about (3)_frame_033.jpg,about,red_dot_image,33,about_about (3),
data/skeletons/about/about (3)_frame_034.jpg,about,red_dot_image,34,about_about (3),
data/skeletons/about/about (3)_frame_035.jpg,about,red_dot_image,35,about_about (3),
data/skeletons/about/about (3)_frame_036.jpg,about,red_dot_image,36,about_about (3),
data/skeletons/about/about (3)_frame_037.jpg,about,red_dot_image,37,about_about (3),
data/landmarks/about/about (4).npy,about,landmark_vector,,about_about (4),33
data/skeletons/about/about (4)_frame_000.jpg,about,red_dot_image,0,about_about (4),
data/skeletons/about/about (4)_frame_001.jpg,about,red_dot_image,1,about_about (4),
data/skeletons/about/about (4)_frame_002.jpg,about,red_dot_image,2,about_about (4),
data/skeletons/about/about (4)_frame_003.jpg,about,red_dot_image,3,about_about (4),
data/skeletons/about/about (4)_frame_004.jpg,about,red_dot_image,4,about_about (4),
data/skeletons/about/about (4)_frame_005.jpg,about,red_dot_image,5,about_about (4),
data/skeletons/about/about (4)_frame_006.jpg,about,red_dot_image,6,about_about (4),
data/skeletons/about/about (4)_frame_007.jpg,about,red_dot_image,7,about_about (4),
data/skeletons/about/about (4)_frame_008.jpg,about,red_dot_image,8,about_about (4),
data/skeletons/about/about (4)_frame_009.jpg,about,red_dot_image,9,about_about (4),
data/skeletons/about/about (4)_frame_010.jpg,about,red_dot_image,10,about_about (4),
data/skeletons/about/about (4)_frame_011.jpg,about,red_dot_image,11,about_about (4),
data/skeletons/about/about (4)_frame_012.jpg,about,red_dot_image,12,about_about (4),
data/skeletons/about/about (4)_frame_013.jpg,about,red_dot_image,13,about_about (4),
data/skeletons/about/about (4)_frame_014.jpg,about,red_dot_image,14,about_about (4),
data/skeletons/about/about (4)_frame_015.jpg,about,red_dot_image,15,about_about (4),
data/skeletons/about/about (4)_frame_016.jpg,about,red_dot_image,16,about_about (4),
data/skeletons/about/about (4)_frame_017.jpg,about,red_dot_image,17,about_about (4),
data/skeletons/about/about (4)_frame_018.jpg,about,red_dot_image,18,about_about (4),
data/skeletons/about/about (4)_frame_019.jpg,about,red_dot_image,19,about_about (4),
data/skeletons/about/about (4)_frame_020.jpg,about,red_dot_image,20,about_about (4),
data/skeletons/about/about (4)_frame_021.jpg,about,red_dot_image,21,about_about (4),
data/skeletons/about/about (4)_frame_022.jpg,about,red_dot_image,22,about_about (4),
data/skeletons/about/about (4)_frame_023.jpg,about,red_dot_image,23,about_about (4),
data/skeletons/about/about (4)_frame_024.jpg,about,red_dot_image,24,about_about (4),
data/skeletons/about/about (4)_frame_025.jpg,about,red_dot_image,25,about_about (4),
data/skeletons/about/about (4)_frame_026.jpg,about,red_dot_image,26,about_about (4),
data/skeletons/about/about (4)_frame_027.jpg,about,red_dot_image,27,about_about (4),
data/skeletons/about/about (4)_frame_028.jpg,about,red_dot_image,28,about_about (4),
data/skeletons/about/about (4)_frame_029.jpg,about,red_dot_image,29,about_about (4),
data/skeletons/about/about (4)_frame_030.jpg,about,red_dot_image,30,about_about (4),
data/skeletons/about/about (4)_frame_031.jpg,about,red_dot_image,31,about_about (4),
data/skeletons/about/about (4)_frame_032.jpg,about,red_dot_image,32,about_about (4),
data/landmarks/about/about (5).npy,about,landmark_vector,,about_about (5),44
data/skeletons/about/about (5)_frame_000.jpg,about,red_dot_image,0,about_about (5),
data/skeletons/about/about (5)_frame_001.jpg,about,red_dot_image,1,about_about (5),
data/skeletons/about/about (5)_frame_002.jpg,about,red_dot_image,2,about_about (5),
data/skeletons/about/about (5)_frame_003.jpg,about,red_dot_image,3,about_about (5),
data/skeletons/about/about (5)_frame_004.jpg,about,red_dot_image,4,about_about (5),
data/skeletons/about/about (5)_frame_005.jpg,about,red_dot_image,5,about_about (5),
data/skeletons/about/about (5)_frame_006.jpg,about,red_dot_image,6,about_about (5),
data/skeletons/about/about (5)_frame_007.jpg,about,red_dot_image,7,about_about (5),
data/skeletons/about/about (5)_frame_008.jpg,about,red_dot_image,8,about_about (5),
data/skeletons/about/about (5)_frame_009.jpg,about,red_dot_image,9,about_about (5),
data/skeletons/about/about (5)_frame_010.jpg,about,red_dot_image,10,about_about (5),
data/skeletons/about/about (5)_frame_011.jpg,about,red_dot_image,11,about_about (5),
data/skeletons/about/about (5)_frame_012.jpg,about,red_dot_image,12,about_about (5),
data/skeletons/about/about (5)_frame_013.jpg,about,red_dot_image,13,about_about (5),
data/skeletons/about/about (5)_frame_014.jpg,about,red_dot_image,14,about_about (5),
data/skeletons/about/about (5)_frame_015.jpg,about,red_dot_image,15,about_about (5),
data/skeletons/about/about (5)_frame_016.jpg,about,red_dot_image,16,about_about (5),
data/skeletons/about/about (5)_frame_017.jpg,about,red_dot_image,17,about_about (5),
data/skeletons/about/about (5)_frame_018.jpg,about,red_dot_image,18,about_about (5),
data/skeletons/about/about (5)_frame_019.jpg,about,red_dot_image,19,about_about (5),
data/skeletons/about/about (5)_frame_020.jpg,about,red_dot_image,20,about_about (5),
data/skeletons/about/about (5)_frame_021.jpg,about,red_dot_image,21,about_about (5),
data/skeletons/about/about (5)_frame_022.jpg,about,red_dot_image,22,about_about (5),
data/skeletons/about/about (5)_frame_023.jpg,about,red_dot_image,23,about_about (5),
data/skeletons/about/about (5)_frame_024.jpg,about,red_dot_image,24,about_about (5),
data/skeletons/about/about (5)_frame_025.jpg,about,red_dot_image,25,about_about (5),
data/skeletons/about/about (5)_frame_026.jpg,about,red_dot_image,26,about_about (5),
data/skeletons/about/about (5)_frame_027.jpg,about,red_dot_image,27,about_about (5),
data/skeletons/about/about (5)_frame_028.jpg,about,red_dot_image,28,about_about (5),
data/skeletons/about/about (5)_frame_029.jpg,about,red_dot_image,29,about_about (5),
data/skeletons/about/about (5)_frame_030.jpg,about,red_dot_image,30,about_about (5),
data/skeletons/about/about (5)_frame_031.jpg,about,red_dot_image,31,about_about (5),
data/skeletons/about/about (5)_frame_032.jpg,about,red_dot_image,32,about_about (5),
data/skeletons/about/about (5)_frame_033.jpg,about,red_dot_image,33,about_about (5),
data/skeletons/about/about (5)_frame_034.jpg,about,red_dot_image,34,about_about (5),
data/skeletons/about/about (5)_frame_035.jpg,about,red_dot_image,35,about_about (5),
data/skeletons/about/about (5)_frame_036.jpg,about,red_dot_image,36,about_about (5),
data/skeletons/about/about (5)_frame_037.jpg,about,red_dot_image,37,about_about (5),
data/skeletons/about/about (5)_frame_038.jpg,about,red_dot_image,38,about_about (5),
data/skeletons/about/about (5)_frame_039.jpg,about,red_dot_image,39,about_about (5),
data/skeletons/about/about (5)_frame_040.jpg,about,red_dot_image,40,about_about (5),
data/skeletons/about/about (5)_frame_041.jpg,about,red_dot_image,41,about_about (5),
data/skeletons/about/about (5)_frame_042.jpg,about,red_dot_image,42,about_about (5),
data/skeletons/about/about (5)_frame_043.jpg,about,red_dot_image,43,about_about (5),
data/landmarks/about/about (6).npy,about,landmark_vector,,about_about (6),27
data/skeletons/about/about (6)_frame_000.jpg,about,red_dot_image,0,about_about (6),
data/skeletons/about/about (6)_frame_001.jpg,about,red_dot_image,1,about_about (6),
data/skeletons/about/about (6)_frame_002.jpg,about,red_dot_image,2,about_about (6),
data/skeletons/about/about (6)_frame_003.jpg,about,red_dot_image,3,about_about (6),
data/skeletons/about/about (6)_frame_004.jpg,about,red_dot_image,4,about_about (6),
data/skeletons/about/about (6)_frame_005.jpg,about,red_dot_image,5,about_about (6),
data/skeletons/about/about (6)_frame_006.jpg,about,red_dot_image,6,about_about (6),
data/skeletons/about/about (6)_frame_007.jpg,about,red_dot_image,7,about_about (6),
data/skeletons/about/about (6)_frame_008.jpg,about,red_dot_image,8,about_about (6),
data/skeletons/about/about (6)_frame_009.jpg,about,red_dot_image,9,about_about (6),
data/skeletons/about/about (6)_frame_010.jpg,about,red_dot_image,10,about_about (6),
data/skeletons/about/about (6)_frame_011.jpg,about,red_dot_image,11,about_about (6),
data/skeletons/about/about (6)_frame_012.jpg,about,red_dot_image,12,about_about (6),
data/skeletons/about/about (6)_frame_013.jpg,about,red_dot_image,13,about_about (6),
data/skeletons/about/about (6)_frame_014.jpg,about,red_dot_image,14,about_about (6),
data/skeletons/about/about (6)_frame_015.jpg,about,red_dot_image,15,about_about (6),
data/skeletons/about/about (6)_frame_016.jpg,about,red_dot_image,16,about_about (6),
data/skeletons/about/about (6)_frame_017.jpg,about,red_dot_image,17,about_about (6),
data/skeletons/about/about (6)_frame_018.jpg,about,red_dot_image,18,about_about (6),
data/skeletons/about/about (6)_frame_019.jpg,about,red_dot_image,19,about_about (6),
data/skeletons/about/about (6)_frame_020.jpg,about,red_dot_image,20,about_about (6),
data/skeletons/about/about (6)_frame_021.jpg,about,red_dot_image,21,about_about (6),
data/skeletons/about/about (6)_frame_022.jpg,about,red_dot_image,22,about_about (6),
data/skeletons/about/about (6)_frame_023.jpg,about,red_dot_image,23,about_about (6),
data/skeletons/about/about (6)_frame_024.jpg,about,red_dot_image,24,about_about (6),
data/skeletons/about/about (6)_frame_025.jpg,about,red_dot_image,25,about_about (6),
data/skeletons/about/about (6)_frame_026.jpg,about,red_dot_image,26,about_about (6),
data/landmarks/about/about (7).npy,about,landmark_vector,,about_about (7),28
data/skeletons/about/about (7)_frame_000.jpg,about,red_dot_image,0,about_about (7),
data/skeletons/about/about (7)_frame_001.jpg,about,red_dot_image,1,about_about (7),
data/skeletons/about/about (7)_frame_002.jpg,about,red_dot_image,2,about_about (7),
data/skeletons/about/about (7)_frame_003.jpg,about,red_dot_image,3,about_about (7),
data/skeletons/about/about (7)_frame_004.jpg,about,red_dot_image,4,about_about (7),
data/skeletons/about/about (7)_frame_005.jpg,about,red_dot_image,5,about_about (7),
data/skeletons/about/about (7)_frame_006.jpg,about,red_dot_image,6,about_about (7),
data/skeletons/about/about (7)_frame_007.jpg,about,red_dot_image,7,about_about (7),
data/skeletons/about/about (7)_frame_008.jpg,about,red_dot_image,8,about_about (7),
data/skeletons/about/about (7)_frame_009.jpg,about,red_dot_image,9,about_about (7),
data/skeletons/about/about (7)_frame_010.jpg,about,red_dot_image,10,about_about (7),
data/skeletons/about/about (7)_frame_011.jpg,about,red_dot_image,11,about_about (7),
data/skeletons/about/about (7)_frame_012.jpg,about,red_dot_image,12,about_about (7),
data/skeletons/about/about (7)_frame_013.jpg,about,red_dot_image,13,about_about (7),
data/skeletons/about/about (7)_frame_014.jpg,about,red_dot_image,14,about_about (7),
data/skeletons/about/about (7)_frame_015.jpg,about,red_dot_image,15,about_about (7),
data/skeletons/about/about (7)_frame_016.jpg,about,red_dot_image,16,about_about (7),
data/skeletons/about/about (7)_frame_017.jpg,about,red_dot_image,17,about_about (7),
data/skeletons/about/about (7)_frame_018.jpg,about,red_dot_image,18,about_about (7),
data/skeletons/about/about (7)_frame_019.jpg,about,red_dot_image,19,about_about (7),
data/skeletons/about/about (7)_frame_020.jpg,about,red_dot_image,20,about_about (7),
data/skeletons/about/about (7)_frame_021.jpg,about,red_dot_image,21,about_about (7),
data/skeletons/about/about (7)_frame_022.jpg,about,red_dot_image,22,about_about (7),
data/skeletons/about/about (7)_frame_023.jpg,about,red_dot_image,23,about_about (7),
data/skeletons/about/about (7)_frame_024.jpg,about,red_dot_image,24,about_about (7),
data/skeletons/about/about (7)_frame_025.jpg,about,red_dot_image,25,about_about (7),
data/skeletons/about/about (7)_frame_026.jpg,about,red_dot_image,26,about_about (7),
data/skeletons/about/about (7)_frame_027.jpg,about,red_dot_image,27,about_about (7),
data/landmarks/about/about (8).npy,about,landmark_vector,,about_about (8),60
data/skeletons/about/about (8)_frame_000.jpg,about,red_dot_image,0,about_about (8),
data/skeletons/about/about (8)_frame_001.jpg,about,red_dot_image,1,about_about (8),
data/skeletons/about/about (8)_frame_002.jpg,about,red_dot_image,2,about_about (8),
data/skeletons/about/about (8)_frame_003.jpg,about,red_dot_image,3,about_about (8),
data/skeletons/about/about (8)_frame_004.jpg,about,red_dot_image,4,about_about (8),
data/skeletons/about/about (8)_frame_005.jpg,about,red_dot_image,5,about_about (8),
data/skeletons/about/about (8)_frame_006.jpg,about,red_dot_image,6,about_about (8),
data/skeletons/about/about (8)_frame_007.jpg,about,red_dot_image,7,about_about (8),
data/skeletons/about/about (8)_frame_008.jpg,about,red_dot_image,8,about_about (8),
data/skeletons/about/about (8)_frame_009.jpg,about,red_dot_image,9,about_about (8),
data/skeletons/about/about (8)_frame_010.jpg,about,red_dot_image,10,about_about (8),
data/skeletons/about/about (8)_frame_011.jpg,about,red_dot_image,11,about_about (8),
data/skeletons/about/about (8)_frame_012.jpg,about,red_dot_image,12,about_about (8),
data/skeletons/about/about (8)_frame_013.jpg,about,red_dot_image,13,about_about (8),
data/skeletons/about/about (8)_frame_014.jpg,about,red_dot_image,14,about_about (8),
data/skeletons/about/about (8)_frame_015.jpg,about,red_dot_image,15,about_about (8),
data/skeletons/about/about (8)_frame_016.jpg,about,red_dot_image,16,about_about (8),
data/skeletons/about/about (8)_frame_017.jpg,about,red_dot_image,17,about_about (8),
data/skeletons/about/about (8)_frame_018.jpg,about,red_dot_image,18,about_about (8),
data/skeletons/about/about (8)_frame_019.jpg,about,red_dot_image,19,about_about (8),
data/skeletons/about/about (8)_frame_020.jpg,about,red_dot_image,20,about_about (8),
data/skeletons/about/about (8)_frame_021.jpg,about,red_dot_image,21,about_about (8),
data/skeletons/about/about (8)_frame_022.jpg,about,red_dot_image,22,about_about (8),
data/skeletons/about/about (8)_frame_023.jpg,about,red_dot_image,23,about_about (8),
data/skeletons/about/about (8)_frame_024.jpg,about,red_dot_image,24,about_about (8),
data/skeletons/about/about (8)_frame_025.jpg,about,red_dot_image,25,about_about (8),
data/skeletons/about/about (8)_frame_026.jpg,about,red_dot_image,26,about_about (8),
data/skeletons/about/about (8)_frame_027.jpg,about,red_dot_image,27,about_about (8),
data/skeletons/about/about (8)_frame_028.jpg,about,red_dot_image,28,about_about (8),
data/skeletons/about/about (8)_frame_029.jpg,about,red_dot_image,29,about_about (8),
data/skeletons/about/about (8)_frame_030.jpg,about,red_dot_image,30,about_about (8),
data/skeletons/about/about (8)_frame_031.jpg,about,red_dot_image,31,about_about (8),
data/skeletons/about/about (8)_frame_032.jpg,about,red_dot_image,32,about_about (8),
data/skeletons/about/about (8)_frame_033.jpg,about,red_dot_image,33,about_about (8),
data/skeletons/about/about (8)_frame_034.jpg,about,red_dot_image,34,about_about (8),
data/skeletons/about/about (8)_frame_035.jpg,about,red_dot_image,35,about_about (8),
data/skeletons/about/about (8)_frame_036.jpg,about,red_dot_image,36,about_about (8),
data/skeletons/about/about (8)_frame_037.jpg,about,red_dot_image,37,about_about (8),
data/skeletons/about/about (8)_frame_038.jpg,about,red_dot_image,38,about_about (8),
data/skeletons/about/about (8)_frame_039.jpg,about,red_dot_image,39,about_about (8),
data/skeletons/about/about (8)_frame_040.jpg,about,red_dot_image,40,about_about (8),
data/skeletons/about/about (8)_frame_041.jpg,about,red_dot_image,41,about_about (8),
data/skeletons/about/about (8)_frame_042.jpg,about,red_dot_image,42,about_about (8),
data/skeletons/about/about (8)_frame_043.jpg,about,red_dot_image,43,about_about (8),
data/skeletons/about/about (8)_frame_044.jpg,about,red_dot_image,44,about_about (8),
data/skeletons/about/about (8)_frame_045.jpg,about,red_dot_image,45,about_about (8),
data/skeletons/about/about (8)_frame_046.jpg,about,red_dot_image,46,about_about (8),
data/skeletons/about/about (8)_frame_047.jpg,about,red_dot_image,47,about_about (8),
data/skeletons/about/about (8)_frame_048.jpg,about,red_dot_image,48,about_about (8),
data/skeletons/about/about (8)_frame_049.jpg,about,red_dot_image,49,about_about (8),
data/skeletons/about/about (8)_frame_050.jpg,about,red_dot_image,50,about_about (8),
data/skeletons/about/about (8)_frame_051.jpg,about,red_dot_image,51,about_about (8),
data/skeletons/about/about (8)_frame_052.jpg,about,red_dot_image,52,about_about (8),
data/skeletons/about/about (8)_frame_053.jpg,about,red_dot_image,53,about_about (8),
data/skeletons/about/about (8)_frame_054.jpg,about,red_dot_image,54,about_about (8),
data/skeletons/about/about (8)_frame_055.jpg,about,red_dot_image,55,about_about (8),
data/skeletons/about/about (8)_frame_056.jpg,about,red_dot_image,56,about_about (8),
data/skeletons/about/about (8)_frame_057.jpg,about,red_dot_image,57,about_about (8),
data/skeletons/about/about (8)_frame_058.jpg,about,red_dot_image,58,about_about (8),
data/skeletons/about/about (8)_frame_059.jpg,about,red_dot_image,59,about_about (8),
data/landmarks/accept/accept (1).npy,accept,landmark_vector,,accept_accept (1),30
data/skeletons/accept/accept (1)_frame_000.jpg,accept,red_dot_image,0,accept_accept (1),
data/skeletons/accept/accept (1)_frame_001.jpg,accept,red_dot_image,1,accept_accept (1),
data/skeletons/accept/accept (1)_frame_002.jpg,accept,red_dot_image,2,accept_accept (1),
data/skeletons/accept/accept (1)_frame_003.jpg,accept,red_dot_image,3,accept_accept (1),
data/skeletons/accept/accept (1)_frame_004.jpg,accept,red_dot_image,4,accept_accept (1),
data/skeletons/accept/accept (1)_frame_005.jpg,accept,red_dot_image,5,accept_accept (1),
data/skeletons/accept/accept (1)_frame_006.jpg,accept,red_dot_image,6,accept_accept (1),
data/skeletons/accept/accept (1)_frame_007.jpg,accept,red_dot_image,7,accept_accept (1),
data/skeletons/accept/accept (1)_frame_008.jpg,accept,red_dot_image,8,accept_accept (1),
data/skeletons/accept/accept (1)_frame_009.jpg,accept,red_dot_image,9,accept_accept (1),
data/skeletons/accept/accept (1)_frame_010.jpg,accept,red_dot_image,10,accept_accept (1),
data/skeletons/accept/accept (1)_frame_011.jpg,accept,red_dot_image,11,accept_accept (1),
data/skeletons/accept/accept (1)_frame_012.jpg,accept,red_dot_image,12,accept_accept (1),
data/skeletons/accept/accept (1)_frame_013.jpg,accept,red_dot_image,13,accept_accept (1),
data/skeletons/accept/accept (1)_frame_014.jpg,accept,red_dot_image,14,accept_accept (1),
data/skeletons/accept/accept (1)_frame_015.jpg,accept,red_dot_image,15,accept_accept (1),
data/skeletons/accept/accept (1)_frame_016.jpg,accept,red_dot_image,16,accept_accept (1),
data/skeletons/accept/accept (1)_frame_017.jpg,accept,red_dot_image,17,accept_accept (1),
data/skeletons/accept/accept (1)_frame_018.jpg,accept,red_dot_image,18,accept_accept (1),
data/skeletons/accept/accept (1)_frame_019.jpg,accept,red_dot_image,19,accept_accept (1),
data/skeletons/accept/accept (1)_frame_020.jpg,accept,red_dot_image,20,accept_accept (1),
data/skeletons/accept/accept (1)_frame_021.jpg,accept,red_dot_image,21,accept_accept (1),
data/skeletons/accept/accept (1)_frame_022.jpg,accept,red_dot_image,22,accept_accept (1),
data/skeletons/accept/accept (1)_frame_023.jpg,accept,red_dot_image,23,accept_accept (1),
data/skeletons/accept/accept (1)_frame_024.jpg,accept,red_dot_image,24,accept_accept (1),
data/skeletons/accept/accept (1)_frame_025.jpg,accept,red_dot_image,25,accept_accept (1),
data/skeletons/accept/accept (1)_frame_026.jpg,accept,red_dot_image,26,accept_accept (1),
data/skeletons/accept/accept (1)_frame_027.jpg,accept,red_dot_image,27,accept_accept (1),
data/skeletons/accept/accept (1)_frame_028.jpg,accept,red_dot_image,28,accept_accept (1),
data/skeletons/accept/accept (1)_frame_029.jpg,accept,red_dot_image,29,accept_accept (1),
data/landmarks/accept/accept (2).npy,accept,landmark_vector,,accept_accept (2),17
